发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2026-02-26 02:19:21,CopperCapybara7429,tile_design_readability,3,22,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26497601246524704/,,"Winds - Dragons, Line 2 Newbie question here: Why can’t you call mah jangg using Jokers for the number 3 and one of the green dragons?","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""jokers"", ""dragons""], ""tile_theme_pattern"": [""green""]}"
2026-06-13 20:52:48,Thomas Gruja,buying_matching,4,22,18,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27735868259364657/,,"I picked up this vintage Nintendo mahjong set. There are 144 tiles and the tray bottoms are marked Nintendo Playing Card Company., Ltd. I just need to find the dice somewhere. Any idea which set this is and the time period it was made?","{""accessory_storage"": 1, ""buying_matching"": 3}","{""accessory_storage"": [""dice""], ""buying_matching"": [""which set""]}"
2026-05-29 22:58:39,Cathy Colbert Goad,buying_matching,5,22,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27538279469123538/,,Is there a white st of tiles that are fairly traditional but have a little something to them that will go with a number of mats?,"{""tile_design_readability"": 1, ""mat_table_surface"": 1, ""buying_matching"": 3}","{""tile_design_readability"": [""traditional""], ""mat_table_surface"": [""mats""], ""buying_matching"": [""go with""]}"
2026-05-16 02:59:47,Caroline Carnell,accessory_storage,4,22,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27365549366396550/,,"Good evening! I usually use OMM racks and have always liked a hinged, attached pusher. But I recently purchased my fair mahjong racks with interchangeable pushers. The idea is fantastic! So much less to try to store and lots of options. Because so many companies offer so many different colors and pa ... all the companies that sell detached pushers work with each other’s racks, or only their own racks?","{""tile_theme_pattern"": 1, ""accessory_storage"": 3}","{""tile_theme_pattern"": [""colors""], ""accessory_storage"": [""racks"", ""pusher"", ""pushers""]}"
2026-01-30 20:07:07,Missy Benedetto Huckabay,tile_design_readability,4,22,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26252140784404086/,,"What is everyone's opinion on ""saving a joker""? I've been playing on an app where the bots will rack two jokers with a flower at the beginning of a game. I used to save my jokers for harder groupings later in the game, but have started doing it that way (using one or more jokers the first opportunit ... I have to pass on another tile that comes available that is a harder get. What's the best strategy?","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1, ""accessory_storage"": 1}","{""tile_design_readability"": [""joker"", ""jokers""], ""tile_theme_pattern"": [""flower""], ""accessory_storage"": [""rack""]}"
2026-06-10 01:36:23,Heather Squires Thomas,tile_design_readability,3,22,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27684928494458634/,,"New to the game. Please explain line 4 under 13579 any three suits, I get. I’m confused by the guide of “Pair any odd numbers, Kongs match pair”","{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""suits""], ""buying_matching"": [""match""]}"
2026-06-09 11:57:02,Daniel Badillo,tile_theme_pattern,3,22,17,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27677103731907777/,,"I need some clarification on Hong Kong/Cantonese Mahjong breaking the wall rules. I have heard/read some tutorials that East rolls the dice and counts the tiles on their wall, based on the rolled number, from right to left to break it. The tiles to the right of the break become the dead wall. Tiles ... ice roll? What if the dice roll does not break the wall leaving 14 or 16 tiles in it? I am confused.","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""flowers""], ""mat_table_surface"": [""rolled""], ""accessory_storage"": [""dice""]}"
2026-06-24 16:35:50,Elisa Waldman,mat_table_surface,4,22,15,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27868734072744741/,,"We are designing mats to use during Open Play at our Community College. Next, we get to buy tiles! I am hoping some of you creatives can suggest sets to match the mat? Thanks in advance!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 2, ""buying_matching"": 1}","{""tile_theme_pattern"": [""designing""], ""mat_table_surface"": [""mat"", ""mats""], ""buying_matching"": [""match""]}"
2026-06-12 02:16:02,Hilda Perez Matos,tile_design_readability,5,22,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27712454698372680/,,"Closing Comments. Will pay better attention next time and will take a picture of the screen. I just finished playing online and I made Mah Jongg. Third hand under Any Like Numbers. Happy, but I have a question. I had 7 dots and 7 bams (using a couple of Jokers), but only one crack for the pair. It s ... s that “Jokers may NEVER be used ….. in any part of a pair”. Doesn’t mention when calling Mah Jongg.","{""tile_design_readability"": 5}","{""tile_design_readability"": [""numbers"", ""dots"", ""bams"", ""joker"", ""jokers""]}"
2026-05-29 03:49:02,Laura Johnston Colson,tile_design_readability,3,22,13,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27525850960366389/,,"Is this a valid Mahjong for Any Like Numbers, line 3? Do the dragons need to match one of the pung melds?","{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""dragons""], ""buying_matching"": [""match""]}"
2026-05-18 15:02:38,Jojo Jojo,tile_design_readability,8,22,13,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27397213509896802/,,another newbie question that came up last night… On any like numbers #3 It says... FF 1111 11 1111 DD ( Any 3 suits w/ any dragon) It shows the dragon color green as well as a kong in green. Does this mean that the dragons have to match a kong or can it match the double number in the middle? Example… FF 1111( bamboo) 11 ( craks) 1111 (dots) … can I use 2 red dragons for this? Thank you!,"{""tile_design_readability"": 5, ""tile_theme_pattern"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""dots"", ""dragon"", ""dragons"", ""suits""], ""tile_theme_pattern"": [""green"", ""red""], ""buying_matching"": [""match""]}"
2026-05-01 22:52:20,Sue Eidson,buying_matching,4,22,13,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27192334060384749/,,can I see your options for a mat to pair with Sunday mahjong Sunday set?,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""pair with""]}"
2026-04-11 18:49:41,Dina Madison Steele,buying_matching,4,22,12,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26963537339931090/,,What is your favorite mat to pair with these fun OMM Glitterville tiles?,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""pair with""]}"
2026-04-10 03:43:47,Candice Davis,tile_design_readability,3,22,12,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26946141375004020/,,"Question/Debate: is this Mahjong? I initially read it as the dragons need to match a Kong, but it says “any dragon”…. And go….","{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""dragon"", ""dragons""], ""buying_matching"": [""match""]}"
2026-02-12 19:44:23,Esther McGuire,accessory_storage,3,22,12,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26372063359078494/,,Scam!!! Lots of things wrong but first and foremost no one will get the NMJL cards (not gards) before the last week of March.,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-01-09 02:59:02,Jo Anne Balsom Grunbaum,tile_design_readability,3,22,12,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26055778527373647/,,"Got my Big Card today! Was mailed 13 days ago (gotta love the USPS)! I think it will be a fun alternative card. I love that they have information on tiles and suits, better color options, line numbers and better explanations of hands. My only issue is the pictures of the tiles. With so many options, I think they would do better to show the traditional tiles or none at all.","{""tile_design_readability"": 3}","{""tile_design_readability"": [""traditional"", ""numbers"", ""suits""]}"
2026-05-08 17:15:02,Bonnie Hix Kaddoura,tile_design_readability,3,22,11,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27270594672558687/,,"If I have an exposed pung of a flower and 2 jokers and then a draw a flower, can I trade that out for my joker?","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""joker"", ""jokers""], ""tile_theme_pattern"": [""flower""]}"
2025-11-15 20:19:44,Lindsey Fraser,accessory_storage,3,22,11,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25608591312092373/,,I’m a collector for the 2026 NMJL Card! Funds will go to the Childhood Arthritis & Rheumatology Research Alliance to support my daughter. Please take the time to read our story below. We appreciate your consideration of ordering with NWA Mahjong Mama!,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-03-11 18:25:19,Susan Hodge Sauls,accessory_storage,5,22,10,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26631460603138767/,,"I purchased tiles from Spools, not because they float, but to make it easier to transport two sets of tiles, racks, and pushers to my weekly game. They can be categorized as ""travel tiles,"" but are full-sized and lightweight. ANYWAY, the point of this is that I learned last week that Keen Butcher al ... regular group and especially with my family because the Jokers have my ""family nickname"" on them!😊❤🙌","{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""accessory_storage"": 3}","{""tile_design_readability"": [""jokers""], ""tile_theme_pattern"": [""custom""], ""accessory_storage"": [""racks"", ""pushers"", ""travel""]}"
2026-06-07 21:38:25,Kay Ono,mat_table_surface,6,22,9,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27659088697042614/,,So excited to try this pairing when I get home! Edit: I had read that the mat that came with the set wasn't very pusher/tile friendly. Found this one on Etsy. Designed by mahjmostly Year of the Horse Mahjong Mat.,"{""mat_table_surface"": 4, ""accessory_storage"": 1, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mahjong mat""], ""accessory_storage"": [""pusher""], ""buying_matching"": [""etsy""]}"
2026-02-23 03:37:18,Sally Evans Nixon,buying_matching,3,22,9,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26469780589306770/,,"Have mercy on me please, I'm very very new and I'm also old. In the Files section for this group there are a couple files with a pdf MJ Solitaire layout (RRR-LLL-OOO etc) that you can just print out (yay!) instead of buying the plastic/wood boards. But I can't find instructions on how to actually pl ... what the pdf board looks like. Where do I find rules/instructions to go with the layout? Thank you.","{""buying_matching"": 3}","{""buying_matching"": [""go with""]}"
2026-05-22 02:30:01,Johni Levene,buying_matching,4,22,8,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27440161592268660/,,"This is your last chance to get a vote in, TOMORROW at 5pm central time voting will close and the design will be available for presale. I'm kinda surprised at which set design is winning, I would have guessed set one, but set two has a handy lead in the votes at the moment. By the way, This set will be UNDER $200 on the presale!","{""tile_theme_pattern"": 1, ""buying_matching"": 3}","{""tile_theme_pattern"": [""design""], ""buying_matching"": [""which set""]}"
2026-04-04 00:42:08,Tara Sims Lopez,quality_risk,3,22,8,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26880625351555623/,,Hi! I just joined the group because I’ve inherited 2 Mahjong sets and don’t play. Can anyone suggest where I can sell them?,"{""quality_risk"": 3}","{""quality_risk"": [""sell them""]}"
2025-12-10 14:09:35,Amy Butler,tile_theme_pattern,3,22,8,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25815143134770522/,,"So purchased a bundle from Bam Bird Boutique, azure Orgami tiles. I have only had the tiles 2 months with very limited play. I noticed on some of the tiles looks like bubbles you can see through. One of them is a joker and another a flower, it is clearly visible. When playing messy it very visible. ... nd the faux leather carrying bag. I referred a bunch of friends to them and now I am very concerned.","{""tile_design_readability"": 1, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""joker""], ""tile_theme_pattern"": [""flower"", ""bird""]}"
2026-05-03 14:03:43,Melissa Orders,buying_matching,4,22,7,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27209623088655846/,,"A cute, inexpensive dice dish to go with the Miss Mahjong Miss Darling tiles!","{""accessory_storage"": 1, ""buying_matching"": 3}","{""accessory_storage"": [""dice""], ""buying_matching"": [""go with""]}"
2026-02-28 00:14:06,Johni Levene,accessory_storage,5,22,7,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26516565114628317/,https://www.instagram.com/reel/DU1y87yDYdc/,"Just a heads up, tomorrow (Saturday Feb 28) at 10am Central time Lauttie at **Hip Hip Mahjong** (the queen of fun) will be putting up her new pearly EASTER themed set. It's not up yet, but when it is you will want to hip in to take a peek. Yeah I know that candy corny but what the heck. It's not ann ... ok at her tote! [https://www.instagram.com/p/DU1y87yDYdc/](https://www.instagram.com/p/DU1y87yDYdc/)","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 2, ""buying_matching"": 1}","{""tile_theme_pattern"": [""themed""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks"", ""tote""], ""buying_matching"": [""link""]}"
